AssetCode,ParentAssetCode,AssetType,AssetName,ParentAssetName,MarketName,AxiometricsSubMarketName,AxioMarketSubmarketID,AxioMarketID,AxiometricsSubMarketID,AxiometricsPropertyNumber,StateCode,InvestmentStrategy,IsTaxCredit,IsRecapitalization,AcquisitionType,IsInDevelopment,IsSeniorHousing,Portfolio,SubPortfolio,FundName,StabilizationStatus,ActualStabilizationDate,AssetClass,oslPropertyID,oslSubPropertyNumberID,UltiProLocationCode,AverageBuildYear,CurrentUnitCount,PlannedUnitCount,AcquisitionDate,SaleDate,FirstFullMonthID,LastFullMonthID,AssetLegalName,AssetTaxID,AssetAddress,City,ZIPCode,AssetPhone,AssetPhone2,AssetEmail,AssetURL,EmpManagingDirector,EmpEVP,EmpDirectorOfInvestments,EmpDirectorOfOperations,EmpCommunityManager,EmpRegionalFacilitiesManager,EmpRegionalMarketingManager,EmpPropertyAssistantController,EmpRevenueManager,EmpRegionalCFDManager,EmpRegionalPestManager,EmpRegionalLandscapingManager,EmpSeniorRegionalFacilitiesManager,IsCurrentOSLPropertyID,osaEntityID,TotalHardCosts,AxiometricsMSAID,AssetStyle,DistinctCurrentUnitCount,InitialEntityAssetCode,InitialEntityAcquisitionDate,OccupancyStabilizationDate,IsActiveProperty,EquityPartner1,EquityPartner2,IsUnitReno,AcquisitionDevelopmentFee,ConstructionManagementFee,PropertyManagementFee,AssetManagementFeeBasis,AssetManagementFeeAmount,DueDiligenceFee,DesignFeeBasis,DesignFeeAmount,SupportServiceFeePerUnitAnnual,MarketingSoftwareFeePerUnitAnnual,AdminSoftwareFeePerUnitAnnual,LicensingFeePerUnitMonthly,EquityPartnerConcat,SameStoreSale,FunnelGroupId
"greho43016",,"Property","Cortland Dublin","Cortland Dublin","Columbus, OH","Dublin/Hilliard","18140-8","18140",8,10272013,"OH","Value-Add",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2021-11-11 00:00:00.0000000,"A",4870578,1,4235,2020.000000,144,,2021-10-12 00:00:00.0000000,,202111,202501,"Greydon House LLC","83-2495528","5284 Avery Rd","Dublin","43016-7786","(614) 820-8808","","dublin@cortland.com","cortland.com/dublin","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Adrian Garcia","Zach Abbott","Kristen Appleton","Remesa Brown","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"greydonhouse",2014252.8283374,18140,"Garden-Style",144.00000000547882,"greho43016",2021-10-12 00:00:00.0000000,2021-11-11 00:00:00.0000000,1,"CGI",,True,,,0.0275,"gross-revenue",,,,,130,,,,"CGI",1,3204
"lakr43026",,"Property","Lake Ridge","Lake Ridge","Columbus, OH","Dublin/Hilliard","18140-8","18140",8,18077,"OH","Value-Add",False,False,"Acquisition",0,False,"Parkwood-Ohio","Parkwood-Ohio","CP Fund II","Stabilized",2014-11-28 00:00:00.0000000,"B",3426796,1,2096,1996.000000,160,,2014-10-29 00:00:00.0000000,,201411,202501,"Goldenstrand OH Partners, LLC","47-1521777","2591 Goldenstrand Dr","Hilliard","43026-8081","(380) 208-0592","","LakeRidge@cortland.com","https://cortland.com/apartments/lake-ridge/","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Jessica Brotman","Zach Abbott","Kristen Appleton","Jeff Brzinski","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"lakeridge",2034598.125,18140,"Garden-Style",160.0000000074036,"lakr43026",2014-10-29 00:00:00.0000000,2014-11-28 00:00:00.0000000,1,"Prospect",,True,,,0.035000000000000003,,,,,,,,,,"Prospect",1,1929
"peypa43026",,"Property","Cortland Hilliard","Cortland Hilliard","Columbus, OH","Dublin/Hilliard","18140-8","18140",8,10272031,"OH","Value-Add",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2021-11-11 00:00:00.0000000,"A",4870580,1,4236,2019.000000,128,,2021-10-12 00:00:00.0000000,,202111,202501,"Peyton Park LLC","83-2495528","2581 WALCUTT RD. HILLIARD","HILLIARD","43026","(614) 470-2876","","hilliard@cortland.com","cortland.com/hilliard","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Jessica Brotman","Zach Abbott","Kristen Appleton","Stacie Moore","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"peytonpark",1697806.2737495999,18140,"Garden-Style",128.00000000133829,"peypa43026",2021-10-12 00:00:00.0000000,2021-11-11 00:00:00.0000000,1,"CGI",,True,,,0.0275,"gross-revenue",,,,,130,,,,"CGI",1,3205
"powgr43065",,"Property","Cortland Powell","Cortland Powell","Columbus, OH","Westerville/New Albany/Delaware","18140-9","18140",9,56685,"OH","Core-plus",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2021-08-16 00:00:00.0000000,"A",4721959,1,3048,2018.000000,307,,2020-12-17 00:00:00.0000000,,202101,202501,"Powell Communities LLC","83-2495528","3400 Club Way Ct","Powell","43065-5148","(614) 683-4937","","powell@cortland.com","cortland.com/powell","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Jessica Brotman","Zach Abbott","Kristen Appleton","Maria Domingo","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"powellgrand",3647312.2457005498,18140,"Garden-Style",307.00000000330505,"powgr43065",2020-12-17 00:00:00.0000000,2021-08-16 00:00:00.0000000,1,"CGI",,False,,,0.0275,,,,,,220,,,,"CGI",1,2350
"norsu43074",,"Property","Cortland Northlake","Cortland Northlake","Columbus, OH","Westerville/New Albany/Delaware","18140-9","18140",9,72364,"OH","Core-Plus",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2021-08-25 00:00:00.0000000,"A",4721957,1,3045,2019.000000,251,,2020-12-17 00:00:00.0000000,,202101,202501,"Northlake Summit LLC","83-2495528","7205 Northlake Summit Dr","Sunbury","43074-7620","(740) 279-3222","","northlake@cortland.com","cortland.com/northlake","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Mark Brahm","Zach Abbott","Kristen Appleton","Remesa Brown","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"northlakesummit",2845818.4679011502,18140,"Garden-Style",251.00000000438848,"norsu43074",2020-12-17 00:00:00.0000000,2021-08-25 00:00:00.0000000,1,"CGI",,False,,,0.0275,,,,,,220,,,,"CGI",1,2349
"sunpo43074",,"Property","Cortland Sunbury","Cortland Sunbury","Columbus, OH","Westerville/New Albany/Delaware","18140-9","18140",9,65248,"OH","Core-Plus",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2021-06-26 00:00:00.0000000,"A",4788648,1,3076,2018.000000,144,,2021-05-27 00:00:00.0000000,,202106,202501,"Rushmore OH Partners LLC","83-2495528","2199 Rushmore Ln","Sunbury","43074-7589","(614) 379-8904","","sunbury@cortland.com","www.cortland.com/sunbury","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Mark Brahm","Zach Abbott","Kristen Appleton","Maria Domingo","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"sunburypointe",1528186.32078,18140,"Garden-Style",144.00000000164567,"sunpo43074",2021-05-27 00:00:00.0000000,2021-06-26 00:00:00.0000000,1,"CGI",,False,,,0.0275,"gross-revenue",,,,,130,,,,"CGI",1,2517
"corna43054",,"Property","Cortland at New Albany","Cortland at New Albany","Columbus, OH","Westerville/New Albany/Delaware","18140-9","18140",9,12395,"OH","Core-plus",False,True,"Acquisition",0,False,"N/A","N/A",,"Stabilized",2021-07-02 00:00:00.0000000,"B",4172766,1,2149,1997.000000,179,,2024-08-30 00:00:00.0000000,,201706,202501,,,"5185 Sulgrave Dr","New Albany","43054-8752","(614) 502-6269","","newalbany@cortland.com","https://www.cortland.com/new-albany","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","N/A","Zach Abbott","Kristen Appleton","Steven Rao","N/A","N/A","Corey Pilkenton","John Oubre","Mike Hannigan",True,"newalbany",,18140,"Garden-style",179.00000000151687,"berpnabre243054",2021-07-01 00:00:00.0000000,2021-07-02 00:00:00.0000000,1,,,False,,,,,,,,,,,,,,1,1926
"brook43068",,"Property","Brooksedge","Brooksedge","Columbus, OH","Reynoldsburg/Far East Columbus","18140-10","18140",10,58406,"OH","Value-Add",False,False,"Acquisition",0,False,"Parkwood-Ohio","Parkwood-Ohio","CP Fund II","Stabilized",2023-08-17 00:00:00.0000000,"B",3388191,1,2071,1999.000000,221,,2014-09-30 00:00:00.0000000,,201410,202501,"Kengary Way OH Partners, LLC","47-0985841","2870 Kengary Way","Reynoldsburg","43068-9432","(380) 208-0619","","brooksedge@cortland.com","http://www.brooksedgeapts.com","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Carolyn Williams","Zach Abbott","Kristen Appleton","Jeff Brzinski","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"brooksedge",1261239.5,18140,"Garden-Style",221.00000000646799,"brook43068",2014-09-30 00:00:00.0000000,2023-08-17 00:00:00.0000000,1,"Prospect",,True,,,0.035000000000000003,,,,,,,,,,"Prospect",1,1927
"abbl43110",,"Property","Abbie Lakes","Abbie Lakes","Columbus, OH","Reynoldsburg/Far East Columbus","18140-10","18140",10,14373,"OH","Value-Add",False,False,"Acquisition",0,False,"Parkwood-Ohio","Parkwood-Ohio","CP Fund II","Stabilized",2014-10-30 00:00:00.0000000,"A",3388190,1,2049,2003.000000,224,,2014-09-30 00:00:00.0000000,,201410,202501,"Abbie Lakes OH Partners, LLC","47-0985770","3833 Abbie Lakes Dr","Canal Winchester","43110-8055","(614) 697-2639","","abbielakes@cortland.com","http://www.abbielakesapts.com","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Tarah Grennell","Zach Abbott","Kristen Appleton","Jeff Brzinski","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"abbielakes",1774592,18140,"Garden-Style",224.00000000489561,"abbl43110",2014-09-30 00:00:00.0000000,2014-10-30 00:00:00.0000000,1,"Prospect",,True,,,0.035000000000000003,,,,,,,,,,"Prospect",1,1925
"lake43147",,"Property","Lake`s Edge","Lake`s Edge","Columbus, OH","Reynoldsburg/Far East Columbus","18140-10","18140",10,14351,"OH","Value-Add",False,False,"Acquisition",0,False,"Parkwood-Ohio","Parkwood-Ohio","CP Fund II","Stabilized",2019-05-07 00:00:00.0000000,"B",3388223,1,2095,1990.000000,256,,2014-09-30 00:00:00.0000000,,201410,202501,"Lakepoint OH Partners, LLC","47-0985999","150 Lakepoint Ct","Pickerington","43147-9847","(380) 208-0583","","lakesedge@cortland.com","http://www.lakesedgeapts.com","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Tarah Grennell","Zach Abbott","Kristen Appleton","Jeff Brzinski","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"lakesedge",1727419,18140,"Garden-Style",256.00000000214368,"lake43147",2014-09-30 00:00:00.0000000,2019-05-07 00:00:00.0000000,1,"Prospect",,True,,,0.035000000000000003,,,,,,,,,,"Prospect",1,1930
"resal43110",,"Property","Reserve at Abbie Lakes","Reserve at Abbie Lakes","Columbus, OH","Reynoldsburg/Far East Columbus","18140-10","18140",10,31193,"OH","Value-Add",False,False,"Acquisition",0,False,"Parkwood-Ohio","Parkwood-Ohio","CP Fund II","Stabilized",2023-10-14 00:00:00.0000000,"A",3388224,1,2110,2005.000000,431,,2014-09-30 00:00:00.0000000,,201410,202501,"Lakeview Trail OH Partners, LLC","47-1000141","3793 Lakeview Trl","Canal Winchester","43110-7892","(380) 208-0566","","reserveabbielakes@cortland.com","www.reserveatabbielakes.com","Tiffany Barnett","Michael Kolshak","David Wade","Niki Kingry","Tarah Grennell","Zach Abbott","Kristen Appleton","Jeff Brzinski","Zack Knab","Mike Plaugher","Corey Pilkenton","John Oubre","Mike Hannigan",True,"reserve",1818276,18140,"Garden-Style",431.00000000356687,"resal43110",2014-09-30 00:00:00.0000000,2023-10-14 00:00:00.0000000,1,"Prospect",,True,,,0.035000000000000003,,,,,,,,,,"Prospect",1,1932
"attfm75201",,"Property","Cortland Farmers Market","Cortland Farmers Market","Dallas-Plano-Irving, TX","Intown Dallas","19124-1","19124",1,90587,"TX","Opportunistic",False,False,"Development",0,True,"Stand-alone","Attiva Farmers Market",,"Stabilized",2023-06-30 00:00:00.0000000,"N/A",4593129,1,3074,,220,220,2018-01-31 00:00:00.0000000,,202102,202501,,,"1011 HARWOOD ST","DALLAS","75201","(972) 962-9097","","farmersmarketapts@cortland.com","cortland.com/farmers-market","Kerry Crowley","Kyle Bateh","Michael Dunn","Kaitlin Goad","Marissa Robbins","Craig Singleton","Makaylin Taylor","Jeff Brzinski","Joshua Bivens","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"attivafarmersmkt",40685000,19124,,220.00000000821947,"attfm75201",2018-01-31 00:00:00.0000000,2023-06-30 00:00:00.0000000,1,"Warba",,True,,,,,,,,,,,,,"Warba",1,2363
"cormckinney75201",,"Property","Cortland on McKinney","Cortland on McKinney","Dallas-Plano-Irving, TX","Intown Dallas","19124-1","19124",1,21572,"TX","Core-plus",False,False,"Acquisition",0,False,"Stand-alone","N/A","CP Fund VI","Non-Stabilized",,"A",5277493,1,,2008.000000,225,230,2023-12-22 00:00:00.0000000,,202401,202501,"McKinney Ave TX Partners, LP","93-4734785","1900 Mckinney Ave","Dallas","75201-1742","(972) 640-7375","","McKinney@cortland.com","cortland.com/mckinney","Kerry Crowley","Kyle Bateh","Emily Ouyang","Kaitlin Goad","SHARED - Shelby Rall","Craig Singleton","Makaylin Taylor","Rosanne Ippolito","N/A","N/A","David Demartino","Jeff Hartert","Nicholas Williamson",True,"mckinney",10524911,19124,"High-rise",225.00000000708911,"cormckinney75201",2023-12-22 00:00:00.0000000,,1,"Fund VI",,False,,,,,,,,,,,,,"Fund VI",0,5400
"avf75219",,"Property","Cortland Oak Lawn","Cortland Oak Lawn","Dallas-Plano-Irving, TX","Oak Lawn/Park Cities","19124-2","19124",2,50006,"TX","Core-Plus",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Retain",,"Stabilized",2019-12-07 00:00:00.0000000,"A",4559245,1,3007,2015.000000,368,,2019-09-27 00:00:00.0000000,,201910,202501,"PURE FAIRMOUNT APTS LLC","81-3389291","4210 Fairmount St","Dallas","75219-3335","(214) 972-0934","","OakLawn@cortland.com","cortland.com/oak-lawn","Kerry Crowley","Kyle Bateh","Sarah Cannon","Kaitlin Goad","James Voelker","Craig Singleton","Makaylin Taylor","Nadeige Exavier","Joshua Bivens","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"oaklawn",889710.99734999996,19124,"Mid-Rise",368.00000000678727,"avf75219",2019-09-27 00:00:00.0000000,2019-12-07 00:00:00.0000000,1,"JVP",,False,559391,44962,0.025000000000000001,"gross-revenue",0.0050000000000000001,24996,,70000,130,,,,"JVP",1,1396
"becpbre75038",,"Property","Cortland Walnut Hill","Cortland Walnut Hill","Dallas-Plano-Irving, TX","North Irving","19124-16","19124",16,14884,"TX","Core-Plus",False,True,"Acquisition",0,False,"Acorn 1","Acorn 1",,"Stabilized",2019-04-07 00:00:00.0000000,"B",4087319,1,2113,2002.000000,378,,2020-02-28 00:00:00.0000000,,201701,202501,,,"3503 W Walnut Hill Ln","Irving","75038-4104","(214) 509-5787","","walnuthill@cortland.com","cortland.com/walnut-hill","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Kaitlin Goad","Anthony Sifuentes","David Staine","Makaylin Taylor","Jordan Goff","SHARED - Kaitlin Dierks","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"sansimeonbre",,19124,"Garden-Style",378.00000000263992,"becp75038",2016-12-15 00:00:00.0000000,2019-04-07 00:00:00.0000000,1,"Blackstone",,True,294048,654078,0.025000000000000001,"gross-revenue",0.0074999999999999997,,,,220,,,,"Blackstone",1,1392
"alngbre75063",,"Property","Cortland MacArthur","Cortland MacArthur","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,5547,"TX","Core-Plus",False,True,"Acquisition",0,False,"Acorn 1","Acorn 1",,"Stabilized",2018-03-01 00:00:00.0000000,"B",3835766,1,2050,1999.000000,584,,2020-02-28 00:00:00.0000000,,201602,202501,,"84-4601448","7904 N Glen Dr","Irving","75063-7224","(214) 441-7453","","macarthur@cortland.com","cortland.com/macarthur","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Kaitlin Goad","Anthony Sifuentes","Craig Singleton","Makaylin Taylor","Renita Lott","SHARED - Kaitlin Dierks","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"aleobre",,19124,"Garden-Style",584.00000000576335,"alng75063",2016-01-15 00:00:00.0000000,2018-03-01 00:00:00.0000000,1,"Blackstone",,True,463656,1243371,0.025000000000000001,"gross-revenue",0.0074999999999999997,,,,220,,,,"Blackstone",1,1400
"corlc75039",,"Property","Cortland Las Colinas","Cortland Las Colinas","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,65321,"TX","Core-Plus",False,False,"Acquisition",0,False,"Stand-alone","Cortland Las Colinas","CP Fund IV","Stabilized",2019-04-13 00:00:00.0000000,"A",4412165,1,2946,2017.000000,366,,2018-11-29 00:00:00.0000000,,201812,202501,,,"655 Promenade","Irving","75039-1200","(214) 241-1224","","lascolinas@cortland.com","https://www.cortlandlascolinas.com/","Kerry Crowley","Kyle Bateh","Emily Ouyang","Chantal Matteson","Desiree Dollison","David Staine","Makaylin Taylor","Candice Davenport","Ruchi Naik","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"lascolinas",1020322.62529,19124,"Mid-Rise",366.00000000569116,"corlc75039",2018-11-29 00:00:00.0000000,2019-04-13 00:00:00.0000000,1,"Fund IV",,False,555000,,0.025000000000000001,"gross-revenue",0.014999999999999999,,,,,,,,"Fund IV",1,1393
"cororoy75063",,"Property","The Palmer at Las Colinas","The Palmer at Las Colinas","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,5278,"TX","Value-add",False,False,"Acquisition",0,False,"3rd Party Management","Project Rock",,"Stabilized",2024-02-11 00:00:00.0000000,"B",4971400,1,4266,1991.000000,476,476,2022-05-19 00:00:00.0000000,,202206,202501,"RRE Santa Rosa Holdings LLC","81-3506451","2940 W Royal Ln","Irving","75063-3315","(972) 573-6352","","palmerlascolinas@cortland.com","cortland.com/royal","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Kaitlin Goad","Mary Stevens","Craig Singleton","Makaylin Taylor","Renita Lott","Jason Halpert","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"royal",,19124,"Garden-style",476.00000000534874,"cororoy75063",2022-05-19 00:00:00.0000000,2024-02-11 00:00:00.0000000,1,"Blackstone",,True,,,,,,,,,,,,,"Blackstone",0,3761
"purlv75039",,"Property","Cortland La Villita","Cortland La Villita","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,19250,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Retain",,"Stabilized",2022-08-14 00:00:00.0000000,"B",4559209,1,3002,2007.000000,305,,2019-09-27 00:00:00.0000000,,201910,202501,"PURE LA VILLITA APTS LLC","82-1781688","6419 Tranquilo","Irving","75039-3140","(972) 818-5326","","LaVillita@cortland.com","www.cortland.com/la-villita","Kerry Crowley","Kyle Bateh","Emily Ouyang","Chantal Matteson","Desiree Dollison","David Staine","Makaylin Taylor","Nadeige Exavier","SHARED - Kaitlin Dierks","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"lavillita",7914219.0473579997,19124,"Mid-Rise",305.0000000046843,"purlv75039",2019-09-27 00:00:00.0000000,2022-08-14 00:00:00.0000000,1,"JVP",,True,383745,444460,0.025000000000000001,"gross-revenue",0.0050000000000000001,24996,,70000,130,,,,"JVP",1,1398
"stonvrcbre75063",,"Property","Cortland at Valley Ranch","Cortland at Valley Ranch","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,5546,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Syndicate",,"Stabilized",2022-09-28 00:00:00.0000000,"B",4559239,1,3021,1999.000000,209,,2021-05-07 00:00:00.0000000,,201910,202501,"STONELEIGH APTS GP LLC","45-5404141","8605 N Macarthur Blvd","Irving","75063-4114","(972) 818-5680","","valleyranch@cortland.com","cortland.com/valley-ranch","Kerry Crowley","Kyle Bateh","Emily Ouyang","Kaitlin Goad","Anthony Sifuentes","Craig Singleton","Makaylin Taylor","Lisa Jones","Ruchi Naik","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"valleyranchcbre",5723929.7264225399,19124,"Garden-Style",209.0000000048212,"stonvr75063",2019-09-27 00:00:00.0000000,2022-09-28 00:00:00.0000000,1,"CBRE","JVP",True,,,0.025000000000000001,,0.01,,,135000,130,,,,"CBRE | JVP",1,1402
"vishccbre75063",,"Property","Vistas at Hackberry Creek","Vistas at Hackberry Creek","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,11205,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Syndicate",,"Stabilized",2019-10-27 00:00:00.0000000,"B",4559240,1,3018,1984.000000,558,,2021-06-11 00:00:00.0000000,,201910,202501,"VISTAS HACKBERRY CREEK LLC","46-2696032","2527 W Royal Ln","Irving","75063-3308","(972) 734-1839","","vistasathackberrycreek@cortland.com","https://cortland.com/apartments/vistas-at-hackberr","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Kaitlin Goad","Mary Stevens","Craig Singleton","Makaylin Taylor","Lisa Jones","Ruchi Naik","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"hackberrycbre",2487914.352,19124,"Garden-Style",558.00000000352827,"vishc75063",2019-09-27 00:00:00.0000000,2019-10-27 00:00:00.0000000,1,"CBRE","JVP",True,,,0.032500000000000001,,0.0025000000000000001,,,,130,,,,"CBRE | JVP",1,1592
"corwe75229",,"Property","Cortland Waters Edge","Cortland Waters Edge","Dallas-Plano-Irving, TX","Carrollton/Farmers Branch","19124-18","19124",18,45779,"TX","Value-Add",False,False,"Acquisition",0,False,"GTIS Portfolio","GTIS Portfolio","CP Fund IV","Stabilized",2019-11-04 00:00:00.0000000,"A",4372066,1,2923,2014.000000,579,,2018-07-13 00:00:00.0000000,,201808,202501,,,"1701 Royal Ln","Dallas","75229-3107","(972) 236-4602","","watersedge@cortland.com","www.cortlandwatersedge.com","Kerry Crowley","Kyle Bateh","Michael Dunn","Chantal Matteson","Desiree Dollison","David Staine","Makaylin Taylor","Rosanne Ippolito","SHARED - Kaitlin Dierks","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"watersedge",5633123,19124,"Garden-Style",579.00000000494788,"corwe75229",2018-07-13 00:00:00.0000000,2019-11-04 00:00:00.0000000,1,"GTIS",,True,1085000,358000,0.025000000000000001,"gross-revenue",0.014999999999999999,,,135000,,,,,"GTIS",1,1399
"15777qoef75001",,"Property","Cortland Addison Circle","Cortland Addison Circle","Dallas-Plano-Irving, TX","Addison/Bent Tree","19124-19","19124",19,19662,"TX","Core-Plus",False,True,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2024-06-18 00:00:00.0000000,"A",3172765,1,2108,2009.000000,411,,2018-12-14 00:00:00.0000000,,201312,202501,,,"15777 Quorum Dr","Addison","75001-3474","(972) 853-4162","","addisoncircle@cortland.com","cortland.com/addison-circle","Kerry Crowley","Kyle Bateh","Michael Dunn","Chantal Matteson","Rondy Paul Arocena","David Staine","Makaylin Taylor","Remesa Brown","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"quorumoef",1462500,19124,"Mid-Rise",411.00000000273883,"15777q75001",2013-11-22 00:00:00.0000000,2024-06-18 00:00:00.0000000,1,"CGI",,True,,,0.0275,,,,,,,,,,"CGI",0,1401
"garvbre75287",,"Property","Cortland North Dallas","Cortland North Dallas","Dallas-Plano-Irving, TX","Far North Dallas","19124-20","19124",20,58147,"TX","Core-Plus",False,True,"Acquisition",0,False,"Acorn 1","Acorn 1",,"Stabilized",2023-09-09 00:00:00.0000000,"B",4087081,1,2082,2001.000000,582,,2020-02-28 00:00:00.0000000,,201701,202501,,"84-4601448","17811 Vail St","Dallas","75287-6460","(469) 414-0886","","northdallas@cortland.com","cortland.com/north-dallas","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Katie Roberts","Estefany Camacho","David Staine","Makaylin Taylor","Mindy Dollinger","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"gardensbre",,19124,"Garden-Style",582.00000000367038,"garv75287",2016-12-15 00:00:00.0000000,2023-09-09 00:00:00.0000000,1,"Blackstone",,True,369234,817736,0.025000000000000001,"gross-revenue",0.0074999999999999997,,,,220,,,,"Blackstone",1,1405
"praircv75080",,"Property","Cortland Prairie Creek","Cortland Prairie Creek","Dallas-Plano-Irving, TX","Richardson","19124-21","19124",21,3260,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Retain",,"Stabilized",2022-09-03 00:00:00.0000000,"B",4559215,1,3020,1997.000000,463,,2019-09-27 00:00:00.0000000,,201910,202501,"PRAIRIE CREEK APTS LLC","45-5519669","3560 - 3600 ALMA RD","RICHARDSON","75080-1100","(972) 503-4339","","prairiecreek@cortland.com","cortland.com/prairie-creek","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Katie Roberts","Jeff Echols","David Staine","Makaylin Taylor","Lisa Jones","Shalina Daswani","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"prairiecreek",13775700.3790427,19124,"Garden-Style",463.00000000846518,"praircv75080",2019-09-27 00:00:00.0000000,2022-09-03 00:00:00.0000000,1,"JVP",,True,670053,740991,0.025000000000000001,"gross-revenue",0.0050000000000000001,24996,,70000,130,,,,"JVP",1,1403
"rialbre75010",,"Property","Cortland on Coyote Ridge","Cortland on Coyote Ridge","Dallas-Plano-Irving, TX","The Colony/Far North Carrollton","19124-25","19124",25,18163,"TX","Core-Plus",False,True,"Acquisition",0,False,"Acorn 1","Acorn 1",,"Stabilized",2019-01-14 00:00:00.0000000,"B",4086907,1,2072,2002.000000,279,,2020-02-28 00:00:00.0000000,,201701,202501,,,"4230 Fairway Dr","Carrollton","75010-3269","(972) 366-4623","","coyoteridge@cortland.com","cortland.com/coyote-ridge","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Katie Roberts","Julissa Alvarado","David Staine","Makaylin Taylor","Mindy Dollinger","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"cambriabre",,19124,"Garden-Style",279.00000000620867,"rial75010",2016-12-15 00:00:00.0000000,2019-01-14 00:00:00.0000000,1,"Blackstone",,True,245384,569005,0.025000000000000001,"gross-revenue",0.0074999999999999997,,,,220,,,,"Blackstone",1,1424
